CF,1.715
LCOE,170.646
sol,[ 0  3 95]
CF,1.369
LCOE,137.701
sol,[ 1  2 89]
CF,1.838
LCOE,179.683
sol,[  0   1 116]
CF,1.085
LCOE,116.388
sol,[ 0  1 97]
CF,0.944
LCOE,108.75
sol,[ 0  5 31]
CF,1.332
LCOE,123.379
sol,[  0   1 108]
CF,1.026
LCOE,110.625
sol,[  0   4 138]
CF,1.91
LCOE,186.133
sol,[ 0  2 89]
CF,1.104
LCOE,115.313
sol,[ 2  0 44]
CF,1.796
LCOE,155.696
sol,[ 1  0 89]
CF,1.398
LCOE,137.59
sol,[ 0  4 25]
CF,1.067
LCOE,101.185
sol,[ 0  5 74]
CF,1.653
LCOE,156.913
sol,[ 1  0 75]
CF,1.293
LCOE,127.188
sol,[ 0  4 87]
CF,1.53
LCOE,149.374
sol,[  0   1 108]
CF,1.026
LCOE,110.625
sol,[  1   0 114]
CF,1.584
LCOE,155.779
sol,[1 3 3]
CF,1.417
LCOE,128.101
sol,[ 1  0 30]
CF,0.958
LCOE,96.142
sol,[ 1  0 35]
CF,0.995
LCOE,96.642
sol,[ 0  3 71]
CF,1.19
LCOE,119.886
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 1  2 70]
CF,1.697
LCOE,165.52
sol,[ 1  1 70]
CF,1.476
LCOE,146.969
sol,[ 0  3 71]
CF,1.19
LCOE,119.886
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  3 71]
CF,1.19
LCOE,119.886
sol,[ 1  2 73]
CF,1.719
LCOE,167.78
sol,[ 1  3 71]
CF,1.924
LCOE,184.256
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 1  3 71]
CF,1.924
LCOE,184.256
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 70]
CF,1.476
LCOE,146.969
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 1  2 73]
CF,1.719
LCOE,167.78
sol,[ 0  4 53]
CF,1.276
LCOE,123.681
sol,[ 0  2 70]
CF,0.963
LCOE,105.087
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[2 1 3]
CF,1.711
LCOE,143.895
sol,[ 0  3 71]
CF,1.19
LCOE,119.886
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 1  2 73]
CF,1.719
LCOE,167.78
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  3 71]
CF,1.924
LCOE,184.256
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  2 73]
CF,0.985
LCOE,104.993
sol,[ 0  2 70]
CF,0.963
LCOE,105.087
sol,[ 0  4 53]
CF,1.276
LCOE,123.681
sol,[ 0  2 73]
CF,0.985
LCOE,104.993
sol,[ 0  4 53]
CF,1.276
LCOE,123.681
sol,[ 2  1 29]
CF,1.905
LCOE,167.126
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 1  3 71]
CF,1.924
LCOE,184.256
sol,[ 1  2 73]
CF,1.719
LCOE,167.78
sol,[ 0  3 71]
CF,1.19
LCOE,119.886
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 2  0 53]
CF,1.863
LCOE,162.749
sol,[ 1  2 73]
CF,1.719
LCOE,167.78
sol,[2 1 4]
CF,1.718
LCOE,144.917
sol,[ 1  2 73]
CF,1.719
LCOE,167.78
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 2  1 16]
CF,1.808
LCOE,156.075
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  4 53]
CF,1.276
LCOE,123.681
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 0  2 73]
CF,0.985
LCOE,104.993
sol,[ 0  4 53]
CF,1.276
LCOE,123.681
sol,[ 0  2 73]
CF,0.985
LCOE,104.993
sol,[ 2  1 13]
CF,1.785
LCOE,153.409
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 0  2 70]
CF,0.963
LCOE,105.087
sol,[ 0  2 70]
CF,0.963
LCOE,105.087
sol,[ 0  2 70]
CF,0.963
LCOE,105.087
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 0  3 73]
CF,1.205
LCOE,121.391
sol,[ 0  3 71]
CF,1.19
LCOE,119.886
sol,[ 1  2 73]
CF,1.719
LCOE,167.78
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 2  1 29]
CF,1.905
LCOE,167.126
sol,[ 0  3 71]
CF,1.19
LCOE,119.886
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  2 73]
CF,0.985
LCOE,104.993
sol,[ 2  1 31]
CF,1.919
LCOE,168.773
sol,[ 1  2 70]
CF,1.697
LCOE,165.52
sol,[ 0  2 73]
CF,0.985
LCOE,104.993
sol,[ 0  2 70]
CF,0.963
LCOE,105.087
sol,[ 0  4 71]
CF,1.41
LCOE,137.441
sol,[ 1  0 30]
CF,0.958
LCOE,96.142
sol,[ 1  0 35]
CF,0.995
LCOE,96.642
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 2  0 53]
CF,1.863
LCOE,162.749
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[2 0 3]
CF,1.49
LCOE,120.353
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  3 53]
CF,1.056
LCOE,106.126
sol,[ 1  3 53]
CF,1.79
LCOE,170.497
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[ 0  3 53]
CF,1.056
LCOE,106.126
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[ 2  0 53]
CF,1.863
LCOE,162.749
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 2  0 53]
CF,1.863
LCOE,162.749
sol,[ 0  3 53]
CF,1.056
LCOE,106.126
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[ 2  0 53]
CF,1.863
LCOE,162.749
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[2 0 3]
CF,1.49
LCOE,120.353
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[ 1  3 53]
CF,1.79
LCOE,170.497
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[ 0  4 53]
CF,1.276
LCOE,123.681
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[ 1  3 53]
CF,1.79
LCOE,170.497
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[ 2  0 53]
CF,1.863
LCOE,162.749
sol,[ 1  3 33]
CF,1.641
LCOE,154.614
sol,[ 1  1 33]
CF,1.2
LCOE,118.082
sol,[1 4 3]
CF,1.637
LCOE,145.656
sol,[ 1  0 53]
CF,1.129
LCOE,110.422
sol,[ 1  0 35]
CF,0.995
LCOE,96.642
sol,[ 1  0 30]
CF,0.958
LCOE,96.142
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   4 129]
CF,1.843
LCOE,179.759
sol,[  1   1 121]
CF,1.857
LCOE,184.341
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[  0   4 121]
CF,1.783
LCOE,174.058
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   4 129]
CF,1.843
LCOE,179.759
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[  1   1 129]
CF,1.916
LCOE,190.042
sol,[  1   1 129]
CF,1.916
LCOE,190.042
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   4 129]
CF,1.843
LCOE,179.759
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  1   1 121]
CF,1.857
LCOE,184.341
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[  0   4 121]
CF,1.783
LCOE,174.058
sol,[  1   1 121]
CF,1.857
LCOE,184.341
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[  1   1 121]
CF,1.857
LCOE,184.341
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[  0   4 121]
CF,1.783
LCOE,174.058
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[  1   1 129]
CF,1.916
LCOE,190.042
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[  1   1 129]
CF,1.916
LCOE,190.042
sol,[  0   1 129]
CF,1.182
LCOE,125.672
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   1 129]
CF,1.182
LCOE,125.672
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   4 129]
CF,1.843
LCOE,179.759
sol,[  0   4 121]
CF,1.783
LCOE,174.058
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[  1   1 121]
CF,1.857
LCOE,184.341
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  1   1 121]
CF,1.857
LCOE,184.341
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  1   1 129]
CF,1.916
LCOE,190.042
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  0   4 129]
CF,1.843
LCOE,179.759
sol,[ 0  4 33]
CF,1.127
LCOE,107.799
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  0   4 129]
CF,1.843
LCOE,179.759
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 1  4 33]
CF,1.861
LCOE,172.169
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  0   1 121]
CF,1.123
LCOE,119.97
sol,[  1   1 121]
CF,1.857
LCOE,184.341
sol,[ 1  0 30]
CF,0.958
LCOE,96.142
sol,[ 1  0 35]
CF,0.995
LCOE,96.642
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 2  1 12]
CF,1.778
LCOE,152.506
sol,[ 1  1 23]
CF,1.126
LCOE,109.782
sol,[ 1  4 23]
CF,1.786
LCOE,163.87
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  1 23]
CF,1.126
LCOE,109.782
sol,[ 2  0 51]
CF,1.848
LCOE,161.193
sol,[ 0  4 51]
CF,1.261
LCOE,122.126
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 1  4 23]
CF,1.786
LCOE,163.87
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 2  0 53]
CF,1.863
LCOE,162.749
sol,[ 0  4 51]
CF,1.261
LCOE,122.126
sol,[ 2  1 26]
CF,1.882
LCOE,164.633
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 1  4 23]
CF,1.786
LCOE,163.87
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 2  1 19]
CF,1.83
LCOE,158.689
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[2 1 3]
CF,1.711
LCOE,143.895
sol,[ 2  1 23]
CF,1.86
LCOE,162.109
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 2  1 22]
CF,1.852
LCOE,161.26
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  1 23]
CF,1.126
LCOE,109.782
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 2  1 14]
CF,1.793
LCOE,154.304
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 2  1 26]
CF,1.882
LCOE,164.633
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[2 1 5]
CF,1.725
LCOE,145.915
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[ 0  4 51]
CF,1.261
LCOE,122.126
sol,[ 2  1 22]
CF,1.852
LCOE,161.26
sol,[ 2  1 23]
CF,1.86
LCOE,162.109
sol,[ 1  1 53]
CF,1.35
LCOE,133.964
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 1  1 23]
CF,1.126
LCOE,109.782
sol,[ 2  1 23]
CF,1.86
LCOE,162.109
sol,[ 1  1 51]
CF,1.335
LCOE,132.408
sol,[ 1  0 30]
CF,0.958
LCOE,96.142
sol,[ 1  0 35]
CF,0.995
LCOE,96.642
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 1  4 17]
CF,1.742
LCOE,158.712
sol,[ 0  5 51]
CF,1.481
LCOE,139.342
sol,[ 0  5 51]
CF,1.481
LCOE,139.342
sol,[1 4 6]
CF,1.66
LCOE,148.656
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 1  2 23]
CF,1.346
LCOE,128.333
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[ 1  4 40]
CF,1.913
LCOE,177.818
sol,[ 1  4 12]
CF,1.704
LCOE,154.267
sol,[  1   0 125]
CF,1.666
LCOE,163.654
sol,[ 1  4 24]
CF,1.794
LCOE,164.715
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[ 1  4 26]
CF,1.809
LCOE,166.393
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[ 0  5 51]
CF,1.481
LCOE,139.342
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 0  4 51]
CF,1.261
LCOE,122.126
sol,[ 2  0 23]
CF,1.64
LCOE,138.567
sol,[ 1  4 12]
CF,1.704
LCOE,154.267
sol,[ 2  1 23]
CF,1.86
LCOE,162.109
sol,[ 0  5 51]
CF,1.481
LCOE,139.342
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 1  3 23]
CF,1.566
LCOE,146.315
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[ 0  4 51]
CF,1.261
LCOE,122.126
sol,[ 1  4 15]
CF,1.727
LCOE,156.953
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 1  1 23]
CF,1.126
LCOE,109.782
sol,[ 1  2 23]
CF,1.346
LCOE,128.333
sol,[ 0  5 51]
CF,1.481
LCOE,139.342
sol,[ 1  4 23]
CF,1.786
LCOE,163.87
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[ 1  3 23]
CF,1.566
LCOE,146.315
sol,[ 1  2 23]
CF,1.346
LCOE,128.333
sol,[  0   4 103]
CF,1.649
LCOE,161.089
sol,[ 0  5 51]
CF,1.481
LCOE,139.342
sol,[  0   4 125]
CF,1.813
LCOE,176.913
sol,[ 1  4 23]
CF,1.786
LCOE,163.87
sol,[ 1  2 23]
CF,1.346
LCOE,128.333
sol,[ 0  5 51]
CF,1.481
LCOE,139.342
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 0  4 23]
CF,1.052
LCOE,99.499
sol,[ 1  2 23]
