demand,capacity factor criteria,power,lcoe_O,lcoe_1,lcoe_2,lcoe_3
5000,1.0,900,88.05607287385868,83.73829547436746,79.42051807487626,75.10274067538506
5000,1.0,800,90.162913029115,85.46229709313295,80.76168115715076,76.06106522116866
5000,1.0,700,89.77876752791246,85.46715679035185,81.15554605279128,76.84393531523071
5000,1.0,600,86.8379921747985,83.6868283974177,80.53566462003687,77.38450084265605
5000,1.0,500,81.24409201967629,80.02461125136152,78.80513048304677,77.58564971473193
5000,1.0,400,80.72234947456892,79.12328819563265,77.52422691669638,75.92516563776016
5000,1.0,300,80.42184521145575,79.60229381062163,78.78274240978756,77.96319100895346
5000,1.0,200,81.74154872918042,81.71025304214061,81.67895735510086,81.64766166806103
5000,1.0,100,82.99744603663392,82.88789269573375,82.7783393548336,82.66878601393351
5000,1.0,50,86.36999974370957,86.18209135353928,85.994182963369,85.8062745731987
5000,1.0,20,92.59452085502413,92.55091002236102,92.50729918969793,92.46368835703484
5000,1.0,5,101.29775180173678,101.28293123090997,101.26811066008312,101.25329008925624
5000,1.0,1,121.96283613924487,121.95397089845868,121.94510565767246,121.93624041688618
10000,0.9,1000,70.11209993955421,70.11209993955421,70.11209993955421,70.11209993955421
10000,0.9,900,70.78038006453517,70.78038006453517,70.78038006453517,70.78038006453517
10000,0.9,800,72.98338195218341,72.54627435988962,72.10916676759592,71.67205917530215
10000,0.9,700,69.21780305679322,69.21780305679322,69.21780305679322,69.21780305679322
10000,0.9,600,70.37466902789457,70.37466902789457,70.37466902789457,70.37466902789457
10000,0.9,500,71.86800484402907,71.86800484402907,71.86800484402907,71.86800484402907
10000,0.9,400,73.98671111049296,73.98671111049296,73.98671111049296,73.98671111049296
10000,0.9,300,75.5448384369146,75.5448384369146,75.5448384369146,75.5448384369146
10000,0.9,200,77.04635694874368,77.04635694874368,77.04635694874368,77.04635694874368
10000,0.9,100,77.3916210421688,77.3916210421688,77.3916210421688,77.3916210421688
10000,0.9,50,80.6814781604896,80.6814781604896,80.6814781604896,80.6814781604896
10000,0.9,20,87.10462320839714,87.10462320839714,87.10462320839714,87.10462320839714
10000,0.9,5,96.17953960225405,96.17953960225405,96.17953960225405,96.17953960225405
10000,0.9,1,117.41292029103596,117.41292029103596,117.41292029103596,117.41292029103596
10000,0.95,1000,74.08674619582898,72.86726542751418,71.64778465919939,70.42830389088468
10000,0.95,900,73.78875682138519,72.8679893893718,71.94722195735854,71.02645452534524
10000,0.95,800,72.98338195218341,72.54627435988962,72.10916676759592,71.67205917530215
10000,0.95,700,70.68036945516393,70.21293791453641,69.74550637390885,69.27807483328134
10000,0.95,600,70.82853386649946,70.66964231626422,70.51075076602895,70.3518592157937
10000,0.95,500,71.81977075985284,71.81977075985284,71.81977075985284,71.81977075985284
10000,0.95,400,74.00618401570073,74.00618401570073,74.00618401570073,74.00618401570073
10000,0.95,300,75.17157710692622,75.15562876705239,75.13968042717853,75.12373208730467
10000,0.95,200,76.57463941601114,76.57463941601114,76.57463941601114,76.57463941601114
10000,0.95,100,76.96993358357204,76.96993358357204,76.96993358357204,76.96993358357204
10000,0.95,50,80.2556393911839,80.2556393911839,80.2556393911839,80.2556393911839
10000,0.95,20,86.61490820242379,86.61490820242379,86.61490820242379,86.61490820242379
10000,0.95,5,95.73226612137776,95.73226612137776,95.73226612137776,95.73226612137776
10000,0.95,1,117.02801748399216,117.02801748399216,117.02801748399216,117.02801748399216
10000,0.99,1000,74.08674619582898,72.86726542751418,71.64778465919939,70.42830389088468
10000,0.99,900,73.78875682138519,72.8679893893718,71.94722195735854,71.02645452534524
10000,0.99,800,73.44477613337276,71.84571485443645,70.2466535755002,68.64759229656393
10000,0.99,700,74.44235591016621,72.84722497879699,71.25209404742769,69.65696311605842
10000,0.99,600,73.06530565330804,72.24575425247394,71.42620285163987,70.60665145080574
10000,0.99,500,72.63029305078994,72.39594233936388,72.16159162793782,71.92724091651176
10000,0.99,400,74.15375040487129,74.12245471783149,74.09115903079172,74.05986334375193
10000,0.99,300,75.97661798529477,75.69043473869009,75.4042514920853,75.11806824548063
10000,0.99,200,76.39412367411148,76.36282798707168,76.3315323000319,76.30023661299212
10000,0.99,100,76.75051881038256,76.72396540818471,76.69741200598682,76.67085860378897
10000,0.99,50,79.96226327042186,79.94621268307452,79.93016209572721,79.9141115083799
10000,0.99,20,86.38253823662065,86.36513322895627,86.34772822129189,86.3303232136275
10000,0.99,5,95.43932373611915,95.43300507369982,95.42668641128053,95.42036774886122
10000,0.99,1,116.74919859786928,116.74724556973547,116.74529254160167,116.74333951346786
10000,1.0,1000,74.08674619582898,72.86726542751418,71.64778465919939,70.42830389088468
10000,1.0,900,79.36868903950662,76.8034407728622,74.23819250621774,71.67294423957331
10000,1.0,800,73.44477613337276,71.84571485443645,70.2466535755002,68.64759229656393
10000,1.0,700,74.44235591016621,72.84722497879699,71.25209404742769,69.65696311605842
10000,1.0,600,73.06530565330804,72.24575425247394,71.42620285163987,70.60665145080574
10000,1.0,500,72.63029305078994,72.39594233936388,72.16159162793782,71.92724091651176
10000,1.0,400,74.15375040487129,74.12245471783149,74.09115903079172,74.05986334375193
10000,1.0,300,77.6673730901067,76.87394941456323,76.08052573901978,75.28710206347623
10000,1.0,200,76.39412367411148,76.36282798707168,76.3315323000319,76.30023661299212
10000,1.0,100,76.99588850314541,76.88479149170144,76.77369448025739,76.66259746881335
10000,1.0,50,80.1855886801279,80.09427871518248,80.00296875023706,79.91165878529164
10000,1.0,20,86.40713435598671,86.36308884144132,86.319043326896,86.27499781235062
10000,1.0,5,95.3996631645632,95.38478819291383,95.36991322126448,95.3550382496151
10000,1.0,1,116.7074255783569,116.70051553632547,116.6936054942941,116.68669545226268
